Merchant Id,Transaction Type,Merchant Order Id,Merchant Reference Id,PhonePe Reference Id,PhonePe Transaction Reference Id,PhonePe Attempt Reference Id,Transaction UTR,Total Transaction Amount,Transaction Date,Transaction Status,UPI Amount,Wallet Amount,Credit card Amount,Debit card Amount,External Wallet Amount,EGV Amount,Store Id,Terminal Id,Store Name,Terminal Name,Error Code,Detailed Error Code,Error Description,Error Source,Error Stage
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769675821863,ORDER_1769675821863,OMO2601291407021533030281W,OMO2601291407021533030281W,ORDER_1769675821863,956973378572,300.0,2026-01-29 14:07:26,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769675812301,ORDER_1769675812301,OMO2601291406529482323635W,OMO2601291406529482323635W,ORDER_1769675812301,523333187760,300.0,2026-01-29 14:07:08,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769675595111,ORDER_1769675595111,OMO2601291403154158352300W,OMO2601291403154158352300W,ORDER_1769675595111,661162337855,300.0,2026-01-29 14:03:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769675319112,ORDER_1769675319112,OMO2601291358393654796982W,OMO2601291358393654796982W,ORDER_1769675319112,292886259999,300.0,2026-01-29 13:58:56,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769674434377,ORDER_1769674434377,OMO2601291343547824283971W,OMO2601291343547824283971W,ORDER_1769674434377,534344971449,300.0,2026-01-29 13:44:14,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769673082425,ORDER_1769673082425,OMO2601291321238791267139W,OMO2601291321238791267139W,ORDER_1769673082425,991252577958,300.0,2026-01-29 13:21:39,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769671282605,ORDER_1769671282605,OMO2601291251232758352265W,OMO2601291251232758352265W,ORDER_1769671282605,969787982570,300.0,2026-01-29 12:51:36,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769670169755,ORDER_1769670169755,OMO2601291232503204607769W,OMO2601291232503204607769W,ORDER_1769670169755,854160930217,300.0,2026-01-29 12:33:18,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669585893,ORDER_1769669585893,OMO2601291223072627734824W,OMO2601291223072627734824W,ORDER_1769669585893,237030710300,300.0,2026-01-29 12:23:23,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669393907,ORDER_1769669393907,OMO2601291219544033030638W,OMO2601291219544033030638W,ORDER_1769669393907,421169276509,300.0,2026-01-29 12:21:29,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669412891,ORDER_1769669412891,OMO2601291220133166458980W,OMO2601291220133166458980W,ORDER_1769669412891,233211784027,300.0,2026-01-29 12:20:29,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669408283,ORDER_1769669408283,OMO2601291220089313534495W,OMO2601291220089313534495W,ORDER_1769669408283,769262798186,300.0,2026-01-29 12:20:20,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669373187,ORDER_1769669373187,OMO2601291219337626223790W,OMO2601291219337626223790W,ORDER_1769669373187,747422986303,300.0,2026-01-29 12:19:50,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769669317874,ORDER_1769669317874,OMO2601291218381786332329W,OMO2601291218381786332329W,ORDER_1769669317874,275202553962,300.0,2026-01-29 12:19:01,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769668854608,ORDER_1769668854608,OMO2601291210548904796896W,OMO2601291210548904796896W,ORDER_1769668854608,758189275535,300.0,2026-01-29 12:11:16,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769668695929,ORDER_1769668695929,OMO2601291208163544796157W,OMO2601291208163544796157W,ORDER_1769668695929,786415602977,300.0,2026-01-29 12:08:38,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769668628068,ORDER_1769668628068,OMO2601291207084248352397W,OMO2601291207084248352397W,ORDER_1769668628068,756299827657,300.0,2026-01-29 12:07:31,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769668406673,ORDER_1769668406673,OMO2601291203270784283635W,OMO2601291203270784283635W,ORDER_1769668406673,976624564648,300.0,2026-01-29 12:03:58,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769667628302,ORDER_1769667628302,OMO2601291150286881956629W,OMO2601291150286881956629W,ORDER_1769667628302,751440443452,300.0,2026-01-29 11:50:51,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769667114000,ORDER_1769667114000,OMO2601291141542573030777W,OMO2601291141542573030777W,ORDER_1769667114000,926319629106,300.0,2026-01-29 11:42:23,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769666937615,ORDER_1769666937615,OMO2601291138579296414816W,OMO2601291138579296414816W,ORDER_1769666937615,754741997005,300.0,2026-01-29 11:41:26,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769666701434,ORDER_1769666701434,OMO2601291135017324796526W,OMO2601291135017324796526W,ORDER_1769666701434,095310501334,300.0,2026-01-29 11:35:16,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769666025890,ORDER_1769666025890,OMO2601291123464254796358W,OMO2601291123464254796358W,ORDER_1769666025890,930756473329,300.0,2026-01-29 11:24:01,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665796042,ORDER_1769665796042,OMO2601291119565564607254W,OMO2601291119565564607254W,ORDER_1769665796042,981135806980,300.0,2026-01-29 11:22:35,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665884550,ORDER_1769665884550,OMO2601291121247995673239W,OMO2601291121247995673239W,ORDER_1769665884550,639591714673,300.0,2026-01-29 11:22:04,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665887812,ORDER_1769665887812,OMO2601291121280657422449W,OMO2601291121280657422449W,ORDER_1769665887812,559134918970,300.0,2026-01-29 11:21:44,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665616450,ORDER_1769665616450,OMO2601291116569525673362W,OMO2601291116569525673362W,ORDER_1769665616450,353973110981,300.0,2026-01-29 11:17:25,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665584745,ORDER_1769665584745,OMO2601291116249791827175W,OMO2601291116249791827175W,ORDER_1769665584745,828303881634,300.0,2026-01-29 11:17:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665192627,ORDER_1769665192627,OMO2601291109531255484127W,OMO2601291109531255484127W,ORDER_1769665192627,613185366099,300.0,2026-01-29 11:11:08,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769665077751,ORDER_1769665077751,OMO2601291107580735484748W,OMO2601291107580735484748W,ORDER_1769665077751,018165309202,300.0,2026-01-29 11:08:16,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769664749433,ORDER_1769664749433,OMO2601291102297831956483W,OMO2601291102297831956483W,ORDER_1769664749433,660540138707,300.0,2026-01-29 11:03:55,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769664397481,ORDER_1769664397481,OMO2601291056378694607304W,OMO2601291056378694607304W,ORDER_1769664397481,639535902947,300.0,2026-01-29 10:57:52,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769664323326,ORDER_1769664323326,OMO2601291055238305673214W,OMO2601291055238305673214W,ORDER_1769664323326,525369189735,300.0,2026-01-29 10:56:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769663878779,ORDER_1769663878779,OMO2601291047590638352457W,OMO2601291047590638352457W,ORDER_1769663878779,374341751102,300.0,2026-01-29 10:48:45,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769663446230,ORDER_1769663446230,OMO2601291040470755673811W,OMO2601291040470755673811W,ORDER_1769663446230,639553908553,300.0,2026-01-29 10:41:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769661826730,ORDER_1769661826730,OMO2601291013472916332911W,OMO2601291013472916332911W,ORDER_1769661826730,341833450317,300.0,2026-01-29 10:14:48,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769661249156,ORDER_1769661249156,OMO2601291004097197422195W,OMO2601291004097197422195W,ORDER_1769661249156,550945603500,300.0,2026-01-29 10:04:35,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660986670,ORDER_1769660986670,OMO2601290959473504283416W,OMO2601290959473504283416W,ORDER_1769660986670,592504386440,300.0,2026-01-29 10:00:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660773607,ORDER_1769660773607,OMO2601290956141632323077W,OMO2601290956141632323077W,ORDER_1769660773607,312972890462,300.0,2026-01-29 09:58:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660571640,ORDER_1769660571640,OMO2601290952522891956070W,OMO2601290952522891956070W,ORDER_1769660571640,039876853243,300.0,2026-01-29 09:53:51,ERRORED,300.0,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660332059,ORDER_1769660332059,OMO2601290948524916332791W,OMO2601290948524916332791W,ORDER_1769660332059,209164754970,300.0,2026-01-29 09:49:11,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660274742,ORDER_1769660274742,OMO2601290947550016414126W,OMO2601290947550016414126W,ORDER_1769660274742,030970976067,300.0,2026-01-29 09:48:36,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769660081417,ORDER_1769660081417,OMO2601290944420761827754W,OMO2601290944420761827754W,ORDER_1769660081417,110852349024,300.0,2026-01-29 09:44:58,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769659803588,ORDER_1769659803588,OMO2601290940039085484828W,OMO2601290940039085484828W,ORDER_1769659803588,577625076412,300.0,2026-01-29 09:40:18,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769659787734,ORDER_1769659787734,OMO2601290939479945673183W,OMO2601290939479945673183W,ORDER_1769659787734,482107646227,300.0,2026-01-29 09:40:09,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769659528675,ORDER_1769659528675,OMO2601290935290324796507W,OMO2601290935290324796507W,ORDER_1769659528675,458224967949,300.0,2026-01-29 09:35:56,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769657930950,ORDER_1769657930950,OMO2601290908512657422841W,OMO2601290908512657422841W,ORDER_1769657930950,639520001078,300.0,2026-01-29 09:09:12,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769655724369,ORDER_1769655724369,OMO2601290832048166223286W,OMO2601290832048166223286W,ORDER_1769655724369,679208830978,300.0,2026-01-29 08:32:19,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769655425679,ORDER_1769655425679,OMO2601290827059898352772W,OMO2601290827059898352772W,ORDER_1769655425679,736059716580,300.0,2026-01-29 08:27:27,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769654927466,ORDER_1769654927466,OMO2601290818478371956732W,OMO2601290818478371956732W,ORDER_1769654927466,400325441860,300.0,2026-01-29 08:19:30,ERRORED,300.0,,,,,,,,,,INSUFFICIENT_BALANCE,Z9,Payment failed due to insufficient balance in customer's account.,CUSTOMER,AUTHORIZATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653401844,ORDER_1769653401844,OMO2601290753220515484794W,OMO2601290753220515484794W,ORDER_1769653401844,109090371235,300.0,2026-01-29 07:53:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653361417,ORDER_1769653361417,OMO2601290752416784283927W,OMO2601290752416784283927W,ORDER_1769653361417,575432427187,300.0,2026-01-29 07:52:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653362519,ORDER_1769653362519,OMO2601290752427213030325W,OMO2601290752427213030325W,ORDER_1769653362519,413560331459,300.0,2026-01-29 07:52:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653210472,ORDER_1769653210472,OMO2601290750107954283551W,OMO2601290750107954283551W,ORDER_1769653210472,747521091478,300.0,2026-01-29 07:50:32,ERRORED,300.0,,,,,,,,,,INSUFFICIENT_BALANCE,Z9,Payment failed due to insufficient balance in customer's account.,CUSTOMER,AUTHORIZATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653174960,ORDER_1769653174960,OMO2601290749353314607744W,OMO2601290749353314607744W,ORDER_1769653174960,898518056869,300.0,2026-01-29 07:50:31,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769653183206,ORDER_1769653183206,OMO2601290749434856458383W,OMO2601290749434856458383W,ORDER_1769653183206,604845343191,300.0,2026-01-29 07:50:08,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769652084014,ORDER_1769652084014,OMO2601290731247016332134W,OMO2601290731247016332134W,ORDER_1769652084014,530080495241,300.0,2026-01-29 07:31:58,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769651682078,ORDER_1769651682078,OMO2601290724423783030694W,OMO2601290724423783030694W,ORDER_1769651682078,919297015523,300.0,2026-01-29 07:26:04,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769651656763,ORDER_1769651656763,OMO2601290724171011827102W,OMO2601290724171011827102W,ORDER_1769651656763,698267471979,300.0,2026-01-29 07:24:32,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769651448152,ORDER_1769651448152,OMO2601290720484504283367W,OMO2601290720484504283367W,ORDER_1769651448152,912419330414,300.0,2026-01-29 07:21:00,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769651306334,ORDER_1769651306334,OMO2601290718266604796401W,OMO2601290718266604796401W,ORDER_1769651306334,965183524010,300.0,2026-01-29 07:18:44,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769650956973,ORDER_1769650956973,OMO2601290712373485673853W,OMO2601290712373485673853W,ORDER_1769650956973,284521813004,300.0,2026-01-29 07:12:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769649657518,ORDER_1769649657518,OMO2601290650577885683582W,OMO2601290650577885683582W,ORDER_1769649657518,,300.0,2026-01-29 06:51:35,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769648607820,ORDER_1769648607820,OMO2601290633282155484867W,OMO2601290633282155484867W,ORDER_1769648607820,035520332651,300.0,2026-01-29 06:33:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769648237117,ORDER_1769648237117,OMO2601290627174773534236W,OMO2601290627174773534236W,ORDER_1769648237117,361764395047,300.0,2026-01-29 06:28:20,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769648185276,ORDER_1769648185276,OMO2601290626256096053753W,OMO2601290626256096053753W,ORDER_1769648185276,323508825612,300.0,2026-01-29 06:26:41,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769647142290,ORDER_1769647142290,OMO2601290609026198352693W,OMO2601290609026198352693W,ORDER_1769647142290,698266687572,300.0,2026-01-29 06:09:25,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769646649138,ORDER_1769646649138,OMO2601290600494408352427W,OMO2601290600494408352427W,ORDER_1769646649138,600731205326,300.0,2026-01-29 06:01:29,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769621224120,ORDER_1769621224120,OMO2601282257049298352614W,OMO2601282257049298352614W,ORDER_1769621224120,639430106098,300.0,2026-01-28 22:57:26,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769620912083,ORDER_1769620912083,OMO2601282251527216458726W,OMO2601282251527216458726W,ORDER_1769620912083,602851299323,300.0,2026-01-28 22:52:16,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769617827674,ORDER_1769617827674,OMO2601282200283206223599W,OMO2601282200283206223599W,ORDER_1769617827674,506940785226,300.0,2026-01-28 22:00:49,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769617802024,ORDER_1769617802024,OMO2601282200037744796763W,OMO2601282200037744796763W,ORDER_1769617802024,,300.0,2026-01-28 22:00:38,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769617569092,ORDER_1769617569092,OMO2601282156099844283613W,OMO2601282156099844283613W,ORDER_1769617569092,549530913362,300.0,2026-01-28 21:58:04,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769617416083,ORDER_1769617416083,OMO2601282153388947734929W,OMO2601282153388947734929W,ORDER_1769617416083,,300.0,2026-01-28 21:54:01,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769617177818,ORDER_1769617177818,OMO2601282149410993534186W,OMO2601282149410993534186W,ORDER_1769617177818,,300.0,2026-01-28 21:50:26,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769615053952,ORDER_1769615053952,OMO2601282114161798352902W,OMO2601282114161798352902W,ORDER_1769615053952,132984356026,300.0,2026-01-28 21:14:46,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769614413132,ORDER_1769614413132,OMO2601282103350295673438W,OMO2601282103350295673438W,ORDER_1769614413132,423356350665,300.0,2026-01-28 21:04:11,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769614308205,ORDER_1769614308205,OMO2601282101500801267717W,OMO2601282101500801267717W,ORDER_1769614308205,216026817885,300.0,2026-01-28 21:02:26,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769614272880,ORDER_1769614272880,OMO2601282101148006414869W,OMO2601282101148006414869W,ORDER_1769614272880,793025062907,300.0,2026-01-28 21:02:01,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769613841462,ORDER_1769613841462,OMO2601282054032915683958W,OMO2601282054032915683958W,ORDER_1769613841462,,300.0,2026-01-28 20:54:34,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769613768151,ORDER_1769613768151,OMO2601282052501157422000W,OMO2601282052501157422000W,ORDER_1769613768151,633376441556,300.0,2026-01-28 20:53:16,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769613085193,ORDER_1769613085193,OMO2601282041260353030277W,OMO2601282041260353030277W,ORDER_1769613085193,298467721272,300.0,2026-01-28 20:41:50,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769612979083,ORDER_1769612979083,OMO2601282039409516414887W,OMO2601282039409516414887W,ORDER_1769612979083,581883838221,300.0,2026-01-28 20:39:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769612787341,ORDER_1769612787341,OMO2601282036292546332636W,OMO2601282036292546332636W,ORDER_1769612787341,768574199545,300.0,2026-01-28 20:38:07,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769612728390,ORDER_1769612728390,OMO2601282035302781267693W,OMO2601282035302781267693W,ORDER_1769612728390,568972908320,300.0,2026-01-28 20:35:52,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769612450176,ORDER_1769612450176,OMO2601282030520866053691W,OMO2601282030520866053691W,ORDER_1769612450176,788065239402,300.0,2026-01-28 20:31:37,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769611115055,ORDER_1769611115055,OMO2601282008374416223309W,OMO2601282008374416223309W,ORDER_1769611115055,981901845204,300.0,2026-01-28 20:08:58,ERRORED,300.0,,,,,,,,,,INSUFFICIENT_BALANCE,Z9,Payment failed due to insufficient balance in customer's account.,CUSTOMER,AUTHORIZATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769610412081,ORDER_1769610412081,OMO2601281956539483030744W,OMO2601281956539483030744W,ORDER_1769610412081,114280836650,300.0,2026-01-28 19:57:14,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769609442930,ORDER_1769609442930,OMO2601281940447745683500W,OMO2601281940447745683500W,ORDER_1769609442930,549386752246,300.0,2026-01-28 19:41:10,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769609215826,ORDER_1769609215826,OMO2601281936577001267481W,OMO2601281936577001267481W,ORDER_1769609215826,468946574772,300.0,2026-01-28 19:37:09,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769609130032,ORDER_1769609130032,OMO2601281935319032323011W,OMO2601281935319032323011W,ORDER_1769609130032,566164269693,300.0,2026-01-28 19:35:56,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769608930512,ORDER_1769608930512,OMO2601281932123803030116W,OMO2601281932123803030116W,ORDER_1769608930512,980184223694,300.0,2026-01-28 19:34:28,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769605740406,ORDER_1769605740406,OMO2601281839023966332383W,OMO2601281839023966332383W,ORDER_1769605740406,,300.0,2026-01-28 18:40:18,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769605397707,ORDER_1769605397707,OMO2601281833195654283553W,OMO2601281833195654283553W,ORDER_1769605397707,009446007738,300.0,2026-01-28 18:33:49,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769604413183,ORDER_1769604413183,OMO2601281816551274283284W,OMO2601281816551274283284W,ORDER_1769604413183,250021424034,300.0,2026-01-28 18:17:19,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769603996957,ORDER_1769603996957,OMO2601281809588266053852W,OMO2601281809588266053852W,ORDER_1769603996957,602880169961,300.0,2026-01-28 18:13:52,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769603944177,ORDER_1769603944177,OMO2601281809061781956576W,OMO2601281809061781956576W,ORDER_1769603944177,457393922997,300.0,2026-01-28 18:10:28,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769603660834,ORDER_1769603660834,OMO2601281804228175484981W,OMO2601281804228175484981W,ORDER_1769603660834,108588554183,300.0,2026-01-28 18:04:46,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769602628784,ORDER_1769602628784,OMO2601281747105445484347W,OMO2601281747105445484347W,ORDER_1769602628784,779625024020,300.0,2026-01-28 17:47:37,COMPLETED,300.0,,,,,,,,,,,,,,
